tweet_id,full_text,sentiment
1587816213488492544,"@CasandraLGarcia A better way forward for Republicans: 

More Suppression of the Hispanic vote.
More and BIGGER guns to kill Hispanic children.
More open discrimination of Hispanics.

yup.. .

@FoxNews is the best place to sell those concepts. https://t.co/HdpbLQwW8T",anti-gun
1587816186921844737,"@Freespeechc72 @Jim_Jordan @GOP @NRA You want to bait into an argument on whether women have rights to body autonomy, so you can insist abortion rights ""don't exist"" in the Constitution and Roe's reversal is not an ""loss of rights"".

It is as debatable as your insistence that gun reform = removing your 2A rights.",anti-gun
1587815891873546240,"But this is just one example. Republicans also want you to be afraid of renewable energy, the gay couple down the street, gun control, vaccinations, masks, immigrants, voting by mail, environmental law, some trans person, and the very concept of empathy",anti-gun
1587815534477074432,"Republicans' make professional magicians look like amateurs: First they flood the Country with guns, then complain about rising crime. They pay ""0"" attention to a pandemic, allow 1M Americans to die, strangle the ability to work, then complain the economy is in the shitter.",anti-gun
1587815515002572800,"@RealJamesWoods @libsoftiktok @JoyAnnReid
Jimmy, you left out the most important thing. How many deaths from shootings last year? (Hardly any AR-15's)
BLM???? Not to the politicians &amp; MSNBC talking heads, letting this carnage continue, week after week, year after year. DISGUSTING!!",anti-gun
1587815466151583746,@RepJayapal We need gun control!!!!!!,anti-gun
1587815413999538176,@BetoORourke Why don't Texans realize what they'll lose? Better yet what they get if they elect you? Are they so traumatized by what Abbott &amp; Cruz do that they don't think they deserve better? Gun safety laws makes police wrk safer. Pers'l choice saves lives. Trickle dwn economics never wrkd.,anti-gun
1587815292012359680,@GregAbbott_TX If only you realized that protecting Texas children from assault weapons is more important.,anti-gun
1587815287008931840,"🚨OREGON! Make our state safer, by voting YES on Ballot Measure 114! If it passes, Oregon will ban high capacity magazines &amp; require people to get a permit to purchase firearms – two big wins for gun safety.

Help end gun violence in Oregon. Vote YES on Measure 114! #ORLeg https://t.co/UQ4xGeMoqi",anti-gun
1587815284819349504,@laurenboebert This is rich coming from a seditious traitor and gun toting NAZI who has no problem with assault weapons killing our children.,anti-gun
1587815067717963777,We need gun control! Children dying in schools and young men dying doing normal things,anti-gun
1587815000248266753,@AbbottCampaign @GregAbbott_TX The police were too scared to enter the classroom in Uvalde. This is your fault. You lowered the age to buy assault weapons to 18. Disgraceful.,anti-gun
1587814944938098689,"@GOPChairwoman Because of the @GOP’s WEAK GUN LAWS over 1325 CHILDREN have been shot and killed in #GOPMassShootings
 
#GOPCrimeWave https://t.co/gjQZJpSkvX",anti-gun
1587814740369317888,"When folks have to live with those open carry laws &amp;realize it isn't safe.
Judge orders armed group away from Arizona ballot drop boxes https://t.co/HZyNi6pmG9",anti-gun
1587814681745424386,@GOPChairwoman Republicans continue to arm the insurrection. They oppose all real gun laws but blame Democrats for the #AmericanCarnage,anti-gun
1587814578112843776,"St. Louis school shooter flagged in FBI background check but was still able to legally purchase a gun, privately - @SenateGOP @HouseGOP Are you going to get real about background checks and red flag laws? This is completely unacceptable https://t.co/DiwT1Jf2Yx",anti-gun
1587814542175707136,"@Michael80963938 @philosophyfanex @NRA Well, you suck at looking up facts.  Actually between 7000-9000 die each year from medical errors.  

In 2020 45,222 gun deaths 43% murdered, 54% suicide, 3% accidental/LEO/unknown. The gun deaths has risen sharply since 2004 when the Assault weapons ban was lifted. FACTS",anti-gun
1587814328736120832,"Rest In Peace, Takeoff.

The gun violence is so extremely senseless.

Sending love to his family and loved ones. https://t.co/FUDlu3gTCV",anti-gun
1587814286407106563,"This horrific attack, the man who came to my home with a gun &amp; many other threats against lawmakers are chilling proof of a new reality of violence against Members of Congress.

We need bipartisan support for more resources to protect us &amp; our families.
https://t.co/nBfXzSAjOW",anti-gun
1587814183659266049,"Cong. Lee Zeldin a dangerous candidate. Stands w/taking NRA monies. Refuses to reduce ability to obtain weapons. Reported he wants teachers armed. Schools are Children’s sanctuary, not a site for gun violence.  He resides , LI, significant gun violence.  https://t.co/MjNvlPYUmP",anti-gun
1587814071105093637,"Rob Reiner has it right: ""To be 100% clear. There will be nothing significant done on Gun Safety, Women’s Reproductive Rights, Voting Rights, the Environment, or anything else unless we hold the House, add 2 Senate seats, and kill the filibuster. VOTE!!!"" Retweet. #Resisters https://t.co/UAoPgSCAAP",anti-gun
1587814032907517952,88% of Americans support requiring background checks on all gun sales. The path to safer streets is establishing a safer method of gun ownership.,anti-gun
1587813900354957312,"@TomCottonAR And clean up your rhetoric of hate , racism , and terrorism . Gun control would help don't you think. YOU HAVE MADE IT MUCH WORSE.",anti-gun
1587813744381681664,"@GOPChairwoman Gun lovers love their guns more than their neighbors. Look at crimes committed with guns in Republican led states @GOPChairwoman.
Guns ARE the problem. 
#VoteBlue #Democrats #VOTE #VoteOutEveryRepublican! https://t.co/2TS0Dv4qlp",anti-gun
1587813715616927747,@GetRekTUWiLL @MegaManX1984 @Someone4once @davidhogg111 Your last sentence is easily proven false. More regulation has stopped gun violence in every single country that has done it. There’s literally examples all around the world proving you wrong. Continuing to believe it is pure insanity.,anti-gun
1587813044528320512,"@davenewworld_2 OMFG this is horrific and heartbreaking ☹️

Can't call yourself PRO-LIFE if you're against gun control that stops these tragedies from happening... You're actually PRO-DEATH FFS",anti-gun
1587812934595612677,@TonyGonzales4TX @LiraForCongress PART 3: OF COURSE YOUR PRO-LIFE DON'T TELL US THAT EITHER AWILE YOU CARRYING AR-15 WITH YOUR PHOTO OP YOUR REPUBLICANS COLLAUGES!,anti-gun
1587812792215773184,"@TinkertotsPaws It’s always the gun and will ever be so until the people rise up and tell their Congressmen to fix it. I can understand you might want a gun for home defense but who the fuck do you think is coming, the 7Th Infantry that you need an AR 15.",anti-gun
1587812671507906562,Guns at voting sites have long sparked fears of intimidation and violence – yet few states ban their presence https://t.co/PM5hZTLNup,anti-gun
1587812535406821376,"After Gregg Abbott sent his campaign mailer, 23 people were massacred in El Paso by a guy who came 'to kill Mexicans.' Abbott then passed more bills loosening gun laws. Then came Uvalde. This will keep happening in our state, if Abbott is re-elected. #Enough #VoteHimOut #voteBeto https://t.co/KbeF6X0APl",anti-gun
1587812432478703622,@AbbottCampaign @GregAbbott_TX Greg Abbott will let all of Texas' school children die from gun violence because he lowered the age to buy assault weapons to 18.,anti-gun
1587812248537423873,"@GovAbbott You rank very low in infant mortality, education, highest rape incidents in the nation, high child murder rate by gun! Vote blue in 22 our children safety depend on @BetoORourke",anti-gun
1587811913068470276,"@vegaslover6 @Marie69_28387 It's illegal to have a gun, unless you're a peace officer at a polling place. You also are not allowed to use your cell phone or take photos in a polling place. I am not completely against guns, but I am against children dying from guns because of laws.",anti-gun
1587811771267649545,"@NCGOP NC needs a change the GOP is all about reduction of taxes for corporation but offers zero to the middle and the poor. No affordable HC,Childcare,Housing. Wants total abortion ban, but won't ban assault rifles. GQP already is above the law. Trump,Bannon,Burr, Meadows come to mind.",anti-gun
1587811641462243329,@TomCottonAR Hypocrisy as you and the GOP refuse stricter gun laws. https://t.co/nf5ycCJUYo,anti-gun
1587811623472865280,"Rath: ""Growth happens when government and business work together."" Not, when they are at odds.
Ryan: Returns to Tops shooting. Said, shooter was a legal gun owner, as were those involved in other mass shootings. That's why changes in law were needed. Didn't address food deserts.",anti-gun
1587811534650097673,@TomCottonAR Tough on crime without mentioning gun violence? God forbid we should address head-on that the U.S. is the most heavily armed country in the world. You should support a ban on assault weapons and walk away from gun lobby money.,anti-gun
1587811333847846914,some people have NO fucking sympathy to a person dying. get over your racist bullshit—there is a person who lost their life due to the lack of fucking gun control this country has and you’re over here spewing hatred on an article talking about his death #RIPTakeoff https://t.co/7287vCgIib,anti-gun
1587811255854809089,"@shannonrwatts Money quote: ""You can’t be tough on crime if you’re soft on gun safety."" Dems should be hammering this for the next two years.",anti-gun
1587810999159197697,"@Jim_Jordan Yes, get rid of all the effing guns and crime will go down. Crime is getting worse because gun laws are more lax than ever. Furthermore, parties can’t settle a disagreement without pulling out a weapon and shooting each other. Thanks to the GOP for all the guns.",anti-gun
1587810355253809152,"We must ALL vote to preserve Democracy, health care, Medicare, Social Security, Common Sense Gun Laws, Women’s autonomy and rights. Vote blue for @SethMagaziner, &amp; all democrats up &amp; down the ballot. #women #voteblue #RhodeIsland #Democrats #MEDICARE #SOCIALSECURITY #RI02 #vote https://t.co/kGlZuvwalR",anti-gun
1587810242724712454,Because of gun violence twenty-two people were killed and 26 others wounded in a shooting that targeted shoppers in a Walmart store in El Paso,anti-gun
1587810188047917056,"Trumps America: where nuclear documents are shared and taxes are hidden. Where children are Gunned down at school,while the gun owners are protected. Where viagra is free,but birth control isn’t.Where rape is accepted and abortion is outlawed. This is what happened to us in 4 yrs",anti-gun
1587809944908304384,"@TulsiGabbard “God-given right” lmao

I’m sure if there is a god, he doesn’t want us all running around with AR-15’s.🤦",anti-gun
1587809914986053634,"@TulsiGabbard God has nothing to do with guns or the Constitution of the US. 2nd Amendment was misinterpreted by SCOTUS when organizations like the NRA pumped enough money into the argument. 2A is NOT about gun lust. It's about ORGANIZED MILITIAS, not individual owners' gun lust.",anti-gun
1587809782936788994,"@ChuckGrassley You voted against EVERY common sense gun safety bill despite overwhelming majority support for these measures...
🤔 https://t.co/5ikAPNeiZO",anti-gun
1587809762632237056,"Rob Reiner has it right: ""To be 100% clear. There will be nothing significant done on Gun Safety, Women’s Reproductive Rights, Voting Rights, the Environment, or anything else unless we hold the House, add 2 Senate seats, and kill the filibuster. VOTE!!!"" Retweet. #Resisters https://t.co/P6QO5szfex",anti-gun
1587809655811604482,https://t.co/zpweAraKJ9 - Marco Rubio makes his final pitch at Tampa rally - VOTE FOR @marcorubio IF YOU WANT MORE GUNS IN AMERICA AND MORE GUN VIOLENCE! #LITTLEMARCO CARES MORE ABOUT THE 2ND AMENDMENT THAN OUR 2ND GRADERS! @Fla_Pol,anti-gun
1587809525133971462,"In the AZ LD 21 house race, vote @stahlhamilton. Stephanie is a longtime fighter for fully funded public education. She is running again to continue her fight for education, environmental protection, and gun safety. https://t.co/Xr2sdrXsDO",anti-gun
1587809344288133121,"Can't wait to see people blame yet another rapper for their death even though they were doing nothing but being at unfortunate place at an unfortunate time, instead of America's insidious culture of Gun Violence.",anti-gun
1587809312105168898,"In Florida you must vote on 11/8, end the tyranical rule of DeSantis.
Vote against every Republican on the ballot.
Fire Little Marco who serves the NRA.

Vote Charile Crist
Vote Val Demings
Vote for America
#VoteBlueForDemocracy 
#VoteBlueToProtectYourRights",anti-gun
1587809221415944192,School shootings must stop! Young people show up to vote Dem!! All ages must vote Dem! Protect Social Security &amp; Medicare &amp; environment! Vote Dem for Democracy!,anti-gun
1587808563807797256,"@PamelaHensley22 Yeah, no. Nine of 10 states with highest murder rates have had republicans in power for decades. Using your logic GOP is responsible and are soft on crime. Plus, they won't do shit about guns. https://t.co/iC4T0cvVHG https://t.co/CGWeNy02Kt",anti-gun
1587808524561776641,"@AbbottCampaign @GregAbbott_TX You have done nothing about property taxes in EIGHT YEARS. It’s time for new leaders.  You’ve cost us wasted tax dollars at the border, you’ve taken away women’s right to choose. You have cost us the lives of CHILDREN due to you lax gun laws. You’re a disgrace!!",anti-gun
1587808303370977281,"@TomCottonAR Wrong again, Tom. Republicans vote against:
1. Funding for more state police
2. Banning Bump Stocks -Background checks
3. Updating Red Flag Laws 
4. Funding to battle urban crime
Republicans:
1. Stand w/insurrectionists who attack the Capitol
2. Want to overturn Sandy Hook law",anti-gun
1587808281728163840,"@jessteezn @Bryn32050638 I remember all the mass shootings and how Republicans did nothing.  ""Thoughts and prayers"" doesn't count as doing something.  I remember all their lame excuses.  IT'S THE GUNS!",anti-gun
1587807987699154944,"@BulwarkOnline @Timodc It’s pretty simple. @GOP=NRA.
@GOP no meaningful gun legislation= more violent crime. Rise in racism, antisemitism, violence directly related to Trump speak.
BTW: @GOP like price gouging by oil cos&amp;increased profit. They don’t care if you pay more at the pump",anti-gun
1587807965427515392,@GregAbbott_TX Our Governor said it could have been worse.  19 children massacred so his @NRA checks don’t stop.  #BetoForGovernor2022,anti-gun
1587807929042087936,This Marine Corps veteran is a responsible gun owner who is with us because he wants Texas to finally move forward on commonsense gun laws that keep our kids safe. https://t.co/OPBtljS1Rd,anti-gun
1587807876764106753,"@OneJerseySchorr ""Gun violence in this country is an epidemic that will not end w/ thoughts &amp; prayers alone.""  #VoteBlueIn2022",anti-gun
1587807650544324610,Y’all not ready for this one  how the government wanna ban abortion rights but not do nothing about gun violence like as they can see a lot of ppl is getting killed.,anti-gun
1587807546622021632,"AM Showers/Wind with a high of 67F today, marking 0 days since the latest Republican Gun violence in America.",anti-gun
1587807373594431489,I’ll be voting for candidates who support gun violence prevention on November 8th. This issue should be on all voters minds. 🗳,anti-gun
1587807220313591808,"@Michell33650674 No, I hate Jim Jordan just as much.  Matt Geats I hate more for obvious reasons.  But when a person says there is no such thing as the separation of church &amp; state in the constitution and celebrated that gun sales are at an all time high I am going to be against them.",anti-gun
1587806732671139840,"@TulsiGabbard Please preach to all those parents, brothers &amp; sisters that have lost their loved ones in mass shootings &amp; gun crimes. They just do not understand why common sense gun laws are unAmerican. How dare them want their loved ones back over your right to play with your guns.",anti-gun
1587806599384547328,"@NickBSchroer Nick Schroer: So pro-life he doesn't believe in climate change, wants AR-15's available for all, is for the death penalty, and wants to cut social security &amp; Medicare. 🤔",anti-gun
1587806488029851648,@JayWeber3 Imagine being so fragile that a guy who's trying to promote sensible gun laws hurts your feelings. Here's a binky for you. https://t.co/m4F0VB3Lo0,anti-gun
1587806273059291137,"Texans, remember the mass shootings where Abbott did nothing!! He made Texas #2 in gun sales!! He is into money from sale of guns!!! He is a failure!!! Incompetent n is backed by the NRA!!! VOTE BLUE N SAVE YOUR KIDS!!!",anti-gun
1587805986831695874,"The BCIC grant funds will be used to continue to fund two Crime Analysts that will aid in gun violence reduction. They will help identify patterns and trends, inform the allocation of limited enforcement resources, and help plan crime prevention strategies and evaluating efforts.",anti-gun
1587805677682032643,"@jaburgd @Dj_808State @martin_heilman @Bipporip @RepAndyBiggsAZ So by that fact, we should clearly make stricter gun laws for both rifles and handguns. Sounds good to me.",anti-gun
1587805332725637120,@TulsiGabbard The 2nd amendment says in order to have well-regulated militia.our militia is supposed to defend our elected government. No militia is ever supposed to march against our government. This is supposed to be our-We the People’s- government.,anti-gun
1587805298399510528,"@RonnyJacksonTX Not! GOP cares about the fetus, not the children killed in school shootings. GOP cares about firearm sales, not reasonable regulations. GOP cares about the elites, not the working class. GOP cares about white privilege, not minorities. Vote 💙",anti-gun
1587804952642166786,"@TomCottonAR What about children being forced to practice active shooter drills? That’s child abuse but you are on the @NRA payroll VOTE BLUE in 22 our children’s well being deserve it! KIDS over guns, KIDS over gunmakers profits!",anti-gun
1587804750749216769,@RossKneeDeep We’re gun owners. Some weapons should not be in the hands of non-military.,anti-gun
1587804666443735042,"@Jim_Jordan America is safe overall. Gun sense makes sense. Assault rifles &amp; AR 15s shouldn't be in civilian hands. Metropolitan police chiefs agree, but Republicans refuse. Dozens of children were killed at Sandy Hook and Uvalde. They weren't aborted, but innocent babies died nevertheless.",anti-gun
1587804583442743296,"@irkthejerk @dems_r_crazy @FaustNfaust1 @davidhogg111 No, but I think if we mandate the responsibility of gun ownership instead of relying on criminals to follow the law we would have far fewer gun casualties.",anti-gun
1587804477972676611,"Robb Wittman voted against the Break the Cycle of Violence Act, the Assault Weapons Ban of 2022, the Right to Contraception Act, the Respect for Marriage Act (as a VA rep…heard of Loving vs. VA?), and the Ensuring Access to Abortion Act of 2022. He believes in guns and control.",anti-gun
1587804402920099842,@8bitProdigy @AnarchyAutistic @realjudeleelind @David_J_Pettit Gun control also demonstrably *reduces* gun crime when studied globally.,anti-gun
1587804129338036225,"If you think @JohnFetterman's tattoos are fake, you'd be wrong. Each one is a date on which someone died violently in Braddock, Pennsylvania, while he was mayor. Gun violence and violent crime are very real to people in towns like Braddock. #FettermanCares https://t.co/JAjXeRRo1M",anti-gun
1587803943169658890,"Rob Reiner has it right: ""To be 100% clear. There will be nothing significant done on Gun Safety, Women’s Reproductive Rights, Voting Rights, the Environment, or anything else unless we hold the House, add 2 Senate seats, and kill the filibuster. VOTE!!!"" Retweet. #Resisters https://t.co/o1ZC6nV5YE",anti-gun
1587803839092113410,"@TheLeoTerrell Trump immediately repealed Obama red flag laws

2017 immediately became one of the worst years for mass shootings in America

2020 is the first year guns were the leading cause of death for CHILDREN!!!

NOT 2021 2020!

COP deaths by guns are up 60% in Texas after Abbott",anti-gun
1587803720187662336,"@RossKneeDeep We need to put serious, serious restrictions on who can own an AR-15 because they can maim so many random civilians at once as they have. It should be a comparable situation to the M-1",anti-gun
1587803693902184449,Don’t forget UVALDE when you vote. Remember 400 officers were there and it took 77 minutes before gun man was killed by then the tragedy unfolded!!! JUSTICE!!! VOTE ABBOTT OUT N HIS CRUEL GUN LAWS!!!!,anti-gun
1587803429845753856,"21 people dead, 77 people wounded in 78 instances of gun violence yesterday, November 1, 2022.

YTD Incidents 21132
YTD Dead 8093/17038*
YTD Wounded 19288

*running total of daily stats/as reported by GVA

#GunControlNow https://t.co/45SGH9HGAE",anti-gun
1587803355316903936,@RozeRage Gun violence is never the answer.  That is why there needs to be stricter regulations and background checks.,anti-gun
1587803263310729221,@bianca_nobilo @ShimonPro This is the worst atrocity on so many levels.  A bunch of good guys with guns and no one did a damn thing.  And Texas won't move on the gun laws.  This country is sick in the head.,anti-gun
1587803254095749125,People aren’t going to stop dying in shootings in this country until they change the constitution and ban &amp; collect the guns.. so y’all can expect more of the same.,anti-gun
1587803210714152961,"@LongLester @Ruggs4Liberty @Walcandy1 @Strandjunker @4thDimension111 Pretty sure the 2nd Amendment is the right to bear arms, it doesnt say bear assault rifles.",anti-gun
1587802976005095427,@bbygrlpt2 @isthat_kt @Jericho_Da_MAB @theReal_JCarter We need gun control 😩😩😩😩 and BAD. The penalty for being caught w a gun as a civilian should be like 25 years in prison or something cause these senseless shootings gotta stop!,anti-gun
1587802935693656067,"@DrOz Violent crime has increased in Republican states, especially the ones which eliminated all sensible gun laws making it more dangerous for residents and law enforcement alike.
You sure your party actually “backs the blue?”",anti-gun
1587817358550188032,"Second Amendment Sanctuary City will arrest any fed coming to infringe on resident's gun rights...
I like it!
https://t.co/lQcwvyJcMb",pro-gun
1587817092136730624,"@ninaturner Gun violence? The gun didn't do it, a POC criminal did. Stop blaming inanimate objects for what people do. It sickens me that people can't even go to a frikkin bowling alley without worrying about dying!",pro-gun
1587817061681573888,"@James_Danberg @mattyglesias If the cops were incentivized to find illegal guns, you think that would be bad?

What is your plan to keep illegal guns off of transit?

Homocides are up. Seems bad.

https://t.co/7Rsuo3X0YL",pro-gun
1587816810862157826,"@davidhogg111 Must realize the media, gun control  groups and democrats are using you and its time to go your own way.",pro-gun
1587816658562797568,@CTDems The government doesn't care about pistols. They care about taking away rifles that you can fight them back with. Criminals with illegal handguns make up 92.5% of the shootings in the country. Not law abiding registered gun or rifle owners.,pro-gun
1587816510621368320,"@JeffMerkley Jeff, we don't have a gun problem as much as we have a liberal judge and DA problem. Every year hundreds of illegal gun possession arrests are made, but DA's often don't charge them and when they do judges give probation. There is an accountability issue.",pro-gun
1587816313048936448,"@BoSnerdley You don't see the irony in the fact that Pelosi supported defund the police and she's anti-gun, then her husband get attacked by a crazy leftist with a hammer. No irony at all.. I wish Paul Pelosi had been armed with a gun and defended himself.",pro-gun
1587816204768612357,"@BetteMidler No one is getting arrested quit being an alarmist.  The people that need to worry are legal gun owners. The Dems would like to arrest legal gun owners if they could.  See, if Paul Pelosi had a gun he may not of been assaulted.",pro-gun
1587815879135436806,@GovDanMcKee We also passing unconstitutional gun laws and probably going to waste tax payers money for a stupid truck tolls appeal that you support from the get go but ri always vote for crooked democrats so you’ll be alright,pro-gun
1587815805911040000,"@bobforgovernor @GovNedLamont THIS may be your biggest lie yet, by far, because @GovNedLamont not only has enforced CT’s strict gun laws, he's also proposed even tougher ones to make CT even safer, w/ its already low crime rates, while you still have an “A” rating from the @NRA, Mr. Payday Loan Bonesaw MAGA.",pro-gun
1587815370945187840,"@TulsiGabbard The right to bear arms is a God-given right?!
#America #USA #Farmers #MAGA @GOP @FoxNews @foxandfriends @MSNBC @CNN",pro-gun
1587815192452218881,"And hey Krystol, what about the “dark heart” of the Democrat Party that every time there is a mass shooting, they exploit it hours after it occurs to attack the NRA and Republicans turning the tragedy into a political opportunity? Save your high mindedness for someone else.",pro-gun
1587815044426907649,@Krrinn @GeraldoRivera Can you imagine what the narrative of the conspiracy nuts would be if Pelosi had shot and killed the intruder? I promise it would not be that Pelosi was a “good guy with a gun”,pro-gun
1587814565286481923,"@JoeBiden No whats on the line are gas prices, inflation, border security, crime, and our 2nd amendment. Thats why im voting Republican",pro-gun
1587814444737994753,@Anti__Globalism The anti-gun crowd do not seem to understand these things. Disarming the legal gun owners is against the Constitution and leaves us helpless against criminals who don't follow any gun laws,pro-gun
1587814238638452737,@Rachel_Prusak @TinaKotek You guys keep going on about an NRA rating as if the NRA matters. It only matters to democrats. Those assholes will hand over gun rights to democrats on a platter. With that said I’m still voting for Drazen.,pro-gun
1587814189522788353,"@WFSBnews Pretty typical of a leftist to not address the root of the problem. Neddy keeps bringing up ""assault style"" weapons but the government tried that conversion of ideology with sandy hook and it failed. Smurf the murph and Blumenthal keep bringing it up as election talks and lose.",pro-gun
1587813881392553985,"@Shinedown1911 @Tactical_review @JaedenStormes At the current rate of gun murders in the US, it would take 10,000 years for us to reach the number of citizens killed by governments in the 20th century alone. So maybe we should figure out the cultural defect that's causing this violence, instead of disarming the entire public.",pro-gun
1587813772504227841,@caliph_i @maadjaime @Chuckisdope If guns were banned or made illegal the only people who would benefit are the criminals who don’t obey laws anyway. Leaving law abiding gun citizens defenseless. Guess who took guns away when they gained power in order to prevent anyone from standing up to them? The nazis.,pro-gun
1587813676018450432,Georgia Republican Marjorie Taylor-Greene Blames Gun Control and Immigration for Violent Attack on Paul Pelosi #NewsBreak https://t.co/HvbxXkTbnJ,pro-gun
1587813262036434951,@caliph_i @maadjaime @Chuckisdope Doubt it. He coulda had a knife or other weapon just like the people in countries where guns are illegal. Guns aren’t the issue. Not to mention with open borders the government will never be able to take all the guns off the streets or out the hands of criminals.,pro-gun
1587812748049715208,"GOA endorses Mike Doyle for Congress in PA-12. Mike is running against the rabidly anti-gun, Summer Lee. Let's send Mike to Washington. @VoteMikeDoyle  @GunOwners https://t.co/cR4PQ5P1n4",pro-gun
1587812731482443776,"@MurrayCampaign Hey Pattycakes, I'd bet you would support doing away with the 2nd Amendment to the United States Constitution in a heartbeat if you could.",pro-gun
1587812265268367360,@dana_lyr @MentalCasanova @davidhogg111 Perhaps he should put his efforts into legislation/funding to help PEOPLE before they commit heinous crimes. We have a serious mental health/drug crisis in this country. New gun laws will not fix either of those. I’d wager that those two issues are #1 at fault for gun violence.,pro-gun
1587812205801705472,"@handsomepackers @JeriLRyan The shooting, like most school shootings, happened in a gun free zone. I will not be disarmed because you let this happen in our communities. There is a process to change the second amendment. But as of now it, ""Shall not be infringed."" That is legal wording. Very precise",pro-gun
1587810979814989827,"@Armyofwin_ @AnarchyAutistic @realjudeleelind @David_J_Pettit Well places stateside with the most stringent gun laws like New York, Chicago, and California have the highest rates of gun crime.

Also yeah, you get rid of the guns and*gun* crime goes down, but without a way to defend oneself, all other types of crime go up.",pro-gun
1587810127758954496,@TulsiGabbard 2nd Amendment is to protect the people from government tyranny. 🤓,pro-gun
1587809866504077312,"@laurenboebert Yeah, until they're gunned down in another school shooting and you do nothing about it other than post a stupid tweet and move on pushing your gun rights agenda. You don't give a damned about our kids.",pro-gun
1587809757607460868,At last! #2A supporters have a fair chance on Twitter thanks to #ElonMusk.  Let's show up and make our case without interference! #summervillegunshop #summerville #charlestonsc https://t.co/WY1ddRoHud,pro-gun
1587809681711546369,"@soobin @wizkhalifa You’re a fucking idiot. Yes, let’s ban the only form of legal protection that a civy can have. Leaving the criminals who get literal semi truck loads of guns dropped off to they hoods. Criminals will continue to be criminals. Banning guns only hurts civilians.",pro-gun
1587809592519655424,"@krowface @davidhogg111 @DanCrenshawTX Compromising gun rights away since 1934!They are better at Gun Control than Hogg &amp; Co. collectively. The NRA is 800lbs self-serving paper tiger at the corporate level.They aren't completely bad, they do have good gun safety &amp; education programs, but that about where the good ends",pro-gun
1587809584755970052,"@tee_essex @laurenboebert Do you really want to know why?

Gun control doesn't work. Criminals refuse to obey the 22,000 gun control laws already on the books. They are not likely to obey ""new and improved"" stupidity.
More important, gun control violates the Constitutional rights of law abiding citizens.",pro-gun
1587809542624124929,"@patfkauffman 
GOD BLESS YOU. I AM PRO LIFE PRO BLUE PRO MILITARY PRO SECOND AMENDMENT AND I STAND FOR THE FLAG AND KNELL FOR THE CROSS. I LIVE IN THE FREE STATE OF FLORIDA.
 TRUMP 2024
DESANTIS 2028",pro-gun
1587809508545515520,@davidhogg111 Gun laws? Criminals benefit more then citizens.,pro-gun
1587809438731309058,"@KathyHochul nothing you have focused on is “real”, your gun laws only punish legal law abiding gun owners, criminals don’t follow gun laws and dont buy their guns from FFLs - at least Zeldin is trying to protect our kids at least as much as we protect our $ and our elected civil servants",pro-gun
1587809288965468161,"@MurrayCampaign The only thing tougher gun laws do, is make it harder for honest citizens to buy a firearm. They DO NOT keep firearms out of the hands of criminals.",pro-gun
1587808964997251072,"@MeidasMalinda @kim_amerie Yall have strict gun laws and what has it stopped?? Criminals don't care about laws. 

You mention numbers but no actual stats. Should I just take your world for it? 

There's several people here from Cali who left it for a reason. You know why? https://t.co/ncJtegB99J",pro-gun
1587808719479476229,"@DefiyantlyFree 
GOD BLESS YOU. 
I AM PRO LIFE PRO BLUE PRO MILITARY PRO SECOND AMENDMENT AND I STAND FOR THE FLAG AND KNELL FOR THE CROSS. I LIVE IN THE FREE STATE OF FLORIDA. 
TRUMP 2024
DESANTIS 2028",pro-gun
